Shipment Created Date;MAX Delivery Date;ShipmentNo;CustomerCode;CustomerName;City;Distrcit;TC-AMBIENT;ProductCode;ProductName;Pallet;Weight;Channel;DistributionChannel;Division
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4007507;FIRST 12X27G SENSA FRT 20CA;0,02;17,37;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4002723;FIRST 12X27G SENSA STRAWB 20CA;0,02;17,37;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4022970;FIRST 12X27G SPEAM 20CA;0,01;8,685;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4052039;JELB 80G AFRICA 24CA M;0,07;35,022;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4052041;JELB 80G BEARS 24CA M;0,26;140,089;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4052047;JELB 80G COLA 24CA M;0,11;57,537;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;94070;MSB 43G COFF 12CA;0,01;13,598;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;94569;OLP 28G MENEU 12X24CA;0,05;42,3;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4002326;OREO 95G CLASSIC 28CA;0,67;189,179;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4017260;BUBLC 38G STRAWB 8X18 CA;0,01;6,129;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4002730;FIRST 12X27G SENSA SPEAM 20CA;0,05;34,74;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4007507;FIRST 12X27G SENSA FRT 20CA;0,04;26,055;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4052049;JELB 80G FRT 24CA M;0,19;100,064;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4052173;JELB 80G TOPIK 24CA M;0,02;10,006;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;94070;MSB 43G COFF 12CA;0,07;67,99;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;94067;MSB 43G MLK 12CA;0,07;67,99;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4073387;OLP 76G LEMON ORANGE 16CA;0,28;115,153;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4073386;OLP 76G MENEU 16CA;0,28;115,153;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4073388;OLP 76G MINT 16CA;0,28;115,153;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4060714;TFT 120X6,7G STRAWB 6CA;0,05;27,95;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4060716;TFT 120X6.7G ORANGE 6CA;0,05;27,95;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4060718;TFT 120X6.7G CHERRY 6CA;0,05;27,95;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;94092;TOPI 11G FRT 6X120CA;0,75;337,159;DO;40;1
18.02.2019;22.02.2019;9308330909;6479706;GÖKBAKAN TARIM HAYV.ÝN.GIDA.YEMEK.;BALIKESÝR;MERKEZ;AMBIENT;4002326;OREO 95G CLASSIC 28CA;0,26;72,519;DO;40;1
18.02.2019;22.02.2019;9308331314;6508411;YENÝ MAÐAZACILIK AÞ DENÝZLÝ;DENÝZLÝ;MERKEZ;AMBIENT;4076445;OREO PROMO 95G CLASSIC 28CA;0,33;94,59;OT;20;1
18.02.2019;23.02.2019;9308331173;6466441;YENÝ MAÐAZACILIK AÞ TRABZON DEPO;TRABZON;ARSÝN;TC;4050585;MKA 100G TBL COWSPOT 23CA;1,14;608;OT;20;30
18.02.2019;23.02.2019;9308331173;6466441;YENÝ MAÐAZACILIK AÞ TRABZON DEPO;TRABZON;ARSÝN;TC;355643;MILKA 87.5G MILKINIS 20 BOX;0,17;98,4;OT;20;30
18.02.2019;22.02.2019;9308331338;6466441;YENÝ MAÐAZACILIK AÞ TRABZON DEPO;TRABZON;ARSÝN;AMBIENT;4016984;FALIM 20X21G MIXED 6CA;0,23;146,88;OT;20;1
18.02.2019;22.02.2019;9308331338;6466441;YENÝ MAÐAZACILIK AÞ TRABZON DEPO;TRABZON;ARSÝN;AMBIENT;4002723;FIRST 12X27G SENSA STRAWB 20CA;0,01;8,685;OT;20;1
18.02.2019;22.02.2019;9308331338;6466441;YENÝ MAÐAZACILIK AÞ TRABZON DEPO;TRABZON;ARSÝN;AMBIENT;91704;TFT 47G STRAWB 12X20CA;0,1;98,704;OT;20;1
18.02.2019;22.02.2019;9308331313;6508411;YENÝ MAÐAZACILIK AÞ DENÝZLÝ;DENÝZLÝ;MERKEZ;AMBIENT;4016984;FALIM 20X21G MIXED 6CA;0,29;183,6;OT;20;1
18.02.2019;22.02.2019;9308331313;6508411;YENÝ MAÐAZACILIK AÞ DENÝZLÝ;DENÝZLÝ;MERKEZ;AMBIENT;4002723;FIRST 12X27G SENSA STRAWB 20CA;0,01;8,685;OT;20;1
18.02.2019;22.02.2019;9308331313;6508411;YENÝ MAÐAZACILIK AÞ DENÝZLÝ;DENÝZLÝ;MERKEZ;AMBIENT;4002731;FIRST 12X27G SENSA WATME 20CA;0,02;17,37;OT;20;1
18.02.2019;22.02.2019;9308331313;6508411;YENÝ MAÐAZACILIK AÞ DENÝZLÝ;DENÝZLÝ;MERKEZ;AMBIENT;4002730;FIRST 12X27G SENSA SPEAM 20CA;0,02;17,37;OT;20;1
18.02.2019;22.02.2019;9308331313;6508411;YENÝ MAÐAZACILIK AÞ DENÝZLÝ;DENÝZLÝ;MERKEZ;AMBIENT;91704;TFT 47G STRAWB 12X20CA;0,04;37,014;OT;20;1
18.02.2019;22.02.2019;9308331328;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;AMBIENT;4016984;FALIM 20X21G MIXED 6CA;0,11;73,44;OT;20;1
18.02.2019;22.02.2019;9308331328;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;AMBIENT;4002731;FIRST 12X27G SENSA WATME 20CA;0,04;26,055;OT;20;1
18.02.2019;22.02.2019;9308331328;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;AMBIENT;94569;OLP 28G MENEU 12X24CA;0,03;25,38;OT;20;1
18.02.2019;22.02.2019;9308331328;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;AMBIENT;91704;TFT 47G STRAWB 12X20CA;0,06;61,69;OT;20;1
18.02.2019;21.02.2019;9308331072;6479601;YENÝ MAÐAZACILIK AÞ ERZURUM DEPO;ERZURUM;AZÝZÝYE;TC;4050585;MKA 100G TBL COWSPOT 23CA;0,18;97,28;OT;20;30
18.02.2019;21.02.2019;9308331072;6479601;YENÝ MAÐAZACILIK AÞ ERZURUM DEPO;ERZURUM;AZÝZÝYE;TC;355643;MILKA 87.5G MILKINIS 20 BOX;0,17;98,4;OT;20;30
18.02.2019;22.02.2019;9308331062;6508411;YENÝ MAÐAZACILIK AÞ DENÝZLÝ;DENÝZLÝ;MERKEZ;TC;355643;MILKA 87.5G MILKINIS 20 BOX;0,25;147,6;OT;20;30
18.02.2019;22.02.2019;9308331327;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;AMBIENT;4076445;OREO PROMO 95G CLASSIC 28CA;0,33;94,59;OT;20;1
18.02.2019;23.02.2019;9308331132;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;TC;4050585;MKA 100G TBL COWSPOT 23CA;0,46;243,2;OT;20;30
18.02.2019;23.02.2019;9308331132;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;TC;355643;MILKA 87.5G MILKINIS 20 BOX;0,08;49,2;OT;20;30
18.02.2019;23.02.2019;9308331132;6510155;YENÝ MAÐAZACILIK AÞ MALATYA DEPO;MALATYA;MERKEZ;TC;4047491;TONE 35G TBL MILK TR 24CA;0,11;29,12;OT;20;30
18.02.2019;22.02.2019;9308331336;6522943;YENÝ MAÐAZACILIK AÞ TOSYA;KASTAMONU;TOSYA;AMBIENT;91704;TFT 47G STRAWB 12X20CA;0,06;61,69;OT;20;1
18.02.2019;22.02.2019;9308331092;6525168;YENÝ MAGAZACILIK AS - HATAY;HATAY;BELEN;TC;4050585;MKA 100G TBL COWSPOT 23CA;0,14;72,96;OT;20;30
18.02.2019;23.02.2019;9308331137;6466606;METRO G.MARKET B.KÖY ALÞ.-MERSÝN;MERSÝN;YENÝÞEHÝR;TC;4050574;MILKA 100G TBL DESSERT 22CA;0,01;4,66;OT;20;30
18.02.2019;23.02.2019;9308331137;6466606;METRO G.MARKET B.KÖY ALÞ.-MERSÝN;MERSÝN;YENÝÞEHÝR;TC;4050585;MKA 100G TBL COWSPOT 23CA;0,01;4,864;OT;20;30
18.02.2019;23.02.2019;9308331137;6466606;METRO G.MARKET B.KÖY ALÞ.-MERSÝN;MERSÝN;YENÝÞEHÝR;TC;4050584;MKA 100G OREO TBL 22CA;0,01;6,99;OT;20;30
18.02.2019;23.02.2019;9308331137;6466606;METRO G.MARKET B.KÖY ALÞ.-MERSÝN;MERSÝN;YENÝÞEHÝR;TC;376530;MILKA 80G TBL WHITE 24 BOX CL7;0,03;20,6;OT;20;30
18.02.2019;23.02.2019;9308331137;6466606;METRO G.MARKET B.KÖY ALÞ.-MERSÝN;MERSÝN;YENÝÞEHÝR;TC;4037120;MKA 87G TABLET PETIT LU 18CA;0,01;3,39;OT;20;30
18.02.2019;23.02.2019;9308331137;6466606;METRO G.MARKET B.KÖY ALÞ.-MERSÝN;MERSÝN;YENÝÞEHÝR;TC;4037117;MKA 87G TABLET MINI TUC 18CA;0,01;3,39;OT;20;30
18.02.2019;23.02.2019;9308331137;6466606;METRO G.MARKET B.KÖY ALÞ.-MERSÝN;MERSÝN;YENÝÞEHÝR;TC;669672;MKA 80G HAZELNUT TR 25CA;0,01;4,26;OT;20;30
18.02.2019;21.02.2019;9308331069;6465290;MÝGROS TÝC.AÞ ERZURUM DEPO;ERZURUM;MERKEZ;TC;4052027;OREO CHOCO 228G 12CA;0,08;45,081;OT;20;30
18.02.2019;21.02.2019;9308331026;6522918;MÝGROS TÝC.AÞ BURSA DEPO;BURSA;OSMANGAZÝ;TC;754260;TONE 100G TBL MILK 4X20CA;0,1;73,24;OT;20;30
18.02.2019;21.02.2019;9308331025;6522918;MÝGROS TÝC.AÞ BURSA DEPO;BURSA;OSMANGAZÝ;TC;849588;OREO 246G WHITE CHOCO COV 10CA;0,21;44,833;OT;20;30
18.02.2019;21.02.2019;9308331025;6522918;MÝGROS TÝC.AÞ BURSA DEPO;BURSA;OSMANGAZÝ;TC;849589;OREO 246G MILK CHOCO COV 10CA.;0,21;44,833;OT;20;30
18.02.2019;21.02.2019;9308331333;6466395;YENÝ MAÐAZACILIK AÞ SAKARYA DEPO;SAKARYA;AKYAZI;AMBIENT;94569;OLP 28G MENEU 12X24CA;0,04;33,84;OT;20;1
18.02.2019;21.02.2019;9308331030;6466422;YENÝ MAÐAZACILIK AÞ BURSA;BURSA;MERKEZ;TC;4050585;MKA 100G TBL COWSPOT 23CA;0,14;72,96;OT;20;30
18.02.2019;21.02.2019;9308331030;6466422;YENÝ MAÐAZACILIK AÞ BURSA;BURSA;MERKEZ;TC;355643;MILKA 87.5G MILKINIS 20 BOX;0,08;49,2;OT;20;30
18.02.2019;21.02.2019;9308331311;6525617;YENÝ MAÐAZACILIK AÞ ÇORLU;TEKÝRDAÐ;ÇORLU;AMBIENT;4016984;FALIM 20X21G MIXED 6CA;0,29;183,6;OT;20;1
18.02.2019;21.02.2019;9308331311;6525617;YENÝ MAÐAZACILIK AÞ ÇORLU;TEKÝRDAÐ;ÇORLU;AMBIENT;4002723;FIRST 12X27G SENSA STRAWB 20CA;0,01;8,685;OT;20;1
18.02.2019;21.02.2019;9308331311;6525617;YENÝ MAÐAZACILIK AÞ ÇORLU;TEKÝRDAÐ;ÇORLU;AMBIENT;4002731;FIRST 12X27G SENSA WATME 20CA;0,02;17,37;OT;20;1
18.02.2019;21.02.2019;9308331311;6525617;YENÝ MAÐAZACILIK AÞ ÇORLU;TEKÝRDAÐ;ÇORLU;AMBIENT;4002730;FIRST 12X27G SENSA SPEAM 20CA;0,02;17,37;OT;20;1
18.02.2019;21.02.2019;9308331311;6525617;YENÝ MAÐAZACILIK AÞ ÇORLU;TEKÝRDAÐ;ÇORLU;AMBIENT;91704;TFT 47G STRAWB 12X20CA;0,06;61,69;OT;20;1
18.02.2019;22.02.2019;9308331334;6497317;YENÝ MAÐAZACILIK AÞ TOKAT;TOKAT;MERKEZ;AMBIENT;91704;TFT 47G STRAWB 12X20CA;0,31;308,45;OT;20;1
18.02.2019;22.02.2019;9308331219;6466392;BÝM BÝRLEÞÝK MAÐ.AÞ KAYSERÝ;KAYSERÝ;MELÝKGAZÝ;AMBIENT;4016984;FALIM 20X21G MIXED 6CA;0,38;244,8;OT;20;1
18.02.2019;21.02.2019;9308331210;6466412;BÝM BÝRLEÞÝK MAÐ.AÞ ESKÝÞEHÝR;ESKÝÞEHÝR;MERKEZ;AMBIENT;4016984;FALIM 20X21G MIXED 6CA;0,57;367,2;OT;20;1
18.02.2019;21.02.2019;9308331210;6466412;BÝM BÝRLEÞÝK MAÐ.AÞ ESKÝÞEHÝR;ESKÝÞEHÝR;MERKEZ;AMBIENT;4069979;FIRST 21X13,5G SPM&WM MIXED 6CA;0,08;47,2;OT;20;1
18.02.2019;22.02.2019;9308330974;6464459;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-MERKEZ;AFYON;MERKEZ;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;22.02.2019;9308330974;6464459;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-MERKEZ;AFYON;MERKEZ;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;21.02.2019;9308331043;6464261;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ATAEVLER;BURSA;ATAEVLER;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,06;30,048;OT;20;30
18.02.2019;21.02.2019;9308331043;6464261;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ATAEVLER;BURSA;ATAEVLER;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;22.02.2019;9308331087;6465719;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-TEPEBAÞI;ESKÝÞEHÝR;TEPEBAÞI;TC;754260;TONE 100G TBL MILK 4X20CA;0,3;210,565;OT;20;30
18.02.2019;22.02.2019;9308331086;6465719;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-TEPEBAÞI;ESKÝÞEHÝR;TEPEBAÞI;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;21.02.2019;9308331047;6464837;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-GEÇÝT;BURSA;GEÇÝT;TC;754260;TONE 100G TBL MILK 4X20CA;0,12;82,395;OT;20;30
18.02.2019;21.02.2019;9308331046;6464837;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-GEÇÝT;BURSA;GEÇÝT;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,1;56,34;OT;20;30
18.02.2019;21.02.2019;9308331046;6464837;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-GEÇÝT;BURSA;GEÇÝT;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,14;75,12;OT;20;30
18.02.2019;21.02.2019;9308331056;6464743;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-GEMLÝK;BURSA;GEMLÝK;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;21.02.2019;9308331056;6464743;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-GEMLÝK;BURSA;GEMLÝK;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,14;75,12;OT;20;30
18.02.2019;21.02.2019;9308331052;6466179;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-GÜRSU;BURSA;GÜRSU;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,04;22,536;OT;20;30
18.02.2019;21.02.2019;9308331052;6466179;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-GÜRSU;BURSA;GÜRSU;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,04;22,536;OT;20;30
18.02.2019;21.02.2019;9308331054;6464262;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ÝNEGÖL;BURSA;ÝNEGÖL;TC;754260;TONE 100G TBL MILK 4X20CA;0,08;54,93;OT;20;30
18.02.2019;21.02.2019;9308331053;6464262;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ÝNEGÖL;BURSA;ÝNEGÖL;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;21.02.2019;9308331053;6464262;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ÝNEGÖL;BURSA;ÝNEGÖL;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,1;56,34;OT;20;30
18.02.2019;21.02.2019;9308331029;6464263;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN AÞ KPLKYA;BURSA;MERKEZ;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,06;30,048;OT;20;30
18.02.2019;21.02.2019;9308331029;6464263;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN AÞ KPLKYA;BURSA;MERKEZ;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,21;112,68;OT;20;30
18.02.2019;20.02.2019;9308331295;6464385;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-UZUNÇFTLK;KOCAELÝ;UZUNÇÝFTLÝK;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;20.02.2019;9308331295;6464385;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-UZUNÇFTLK;KOCAELÝ;UZUNÇÝFTLÝK;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,28;150,24;OT;20;30
18.02.2019;21.02.2019;9308331041;6465822;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ÖZLÜCE;BURSA;NÝLÜFER;TC;754260;TONE 100G TBL MILK 4X20CA;0,06;45,775;OT;20;30
18.02.2019;21.02.2019;9308331040;6465822;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ÖZLÜCE;BURSA;NÝLÜFER;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,06;30,048;OT;20;30
18.02.2019;21.02.2019;9308331040;6465822;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-ÖZLÜCE;BURSA;NÝLÜFER;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;20.02.2019;9308331182;6465011;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-YALOVA;YALOVA;ÇÝFTLÝKKÖY;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;20.02.2019;9308331182;6465011;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-YALOVA;YALOVA;ÇÝFTLÝKKÖY;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,35;187,8;OT;20;30
18.02.2019;21.02.2019;9308331135;6513798;ÖZDÝLEK AVM TURGUTLU;MANÝSA;MERKEZ;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,06;30,048;OT;20;30
18.02.2019;22.02.2019;9308331177;6513831;ÖZDÝLEK AVM UÞAK;UÞAK;MERKEZ;TC;754260;TONE 100G TBL MILK 4X20CA;0,19;137,325;OT;20;30
18.02.2019;22.02.2019;9308331178;6513831;ÖZDÝLEK AVM UÞAK;UÞAK;MERKEZ;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,04;22,536;OT;20;30
18.02.2019;22.02.2019;9308331178;6513831;ÖZDÝLEK AVM UÞAK;UÞAK;MERKEZ;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,06;30,048;OT;20;30
18.02.2019;20.02.2019;9308331021;6512861;ÖZDÝLEK AVM BOLU;BOLU;MERKEZ;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,07;37,56;OT;20;30
18.02.2019;20.02.2019;9308331068;6517400;ÖZDÝLEK AVM DÜZCE;DÜZCE;MERKEZ;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,04;22,536;OT;20;30
18.02.2019;20.02.2019;9308331068;6517400;ÖZDÝLEK AVM DÜZCE;DÜZCE;MERKEZ;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,06;30,048;OT;20;30
18.02.2019;21.02.2019;9308331049;6516575;ÖZDÝLEK ALÞ.MRK.TKSTL.SAN-NÝLÜFER;BURSA;NÝLÜFER;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,1;56,34;OT;20;30
18.02.2019;21.02.2019;9308331045;6510151;ÖZDÝLEK AVM BURSA;BURSA;MERKEZ;TC;754260;TONE 100G TBL MILK 4X20CA;0,39;274,65;OT;20;30
18.02.2019;21.02.2019;9308331044;6510151;ÖZDÝLEK AVM BURSA;BURSA;MERKEZ;TC;4040571;MKA 300G OREO BISCUIT 12CA;0,69;375,6;OT;20;30
18.02.2019;21.02.2019;9308331044;6510151;ÖZDÝLEK AVM BURSA;BURSA;MERKEZ;TC;4040693;MKA 300G CHOCO AND BISCUIT 12CA;0,69;375,6;OT;20;30
18.02.2019;22.02.2019;9308331224;6466440;BÝM BÝRLEÞÝK MAÐ.AÞ MERSÝN;MERSÝN;AKDENÝZ;AMBIENT;4016984;FALIM 20X21G MIXED 6CA;0,33;211,14;OT;20;1
